station id,latitude,longitude,station name,incoming trips,outgoing trips,all trips,kind,bikes outbound,outbound trips,bikes inbound,inbound trips,delta bikes,delta trips
72,40.76727216,-73.99392888,W 52 St & 11 Ave,133,148,281,active,3,25,13,128,10,103
79,40.71911552,-74.00666661,Franklin St & W Broadway,113,115,228,active,2,29,10,85,8,56
82,40.71117416,-74.00016545,St James Pl & Pearl St,53,46,99,active,16,125,9,41,-7,-84
83,40.68382604,-73.97632328,Atlantic Ave & Fort Greene Pl,43,51,94,active,25,111,12,38,-13,-73
116,40.74177603,-74.00149746,W 17 St & 8 Ave,265,267,532,active,8,104,14,150,6,46
119,40.69608941,-73.97803415,Park Ave & St Edwards St,13,16,29,active,8,59,3,14,-5,-45
120,40.68676793,-73.95928168,Lexington Ave & Classon Ave,24,16,40,active,15,111,5,33,-10,-78
127,40.73172428,-74.00674436,Barrow St & Hudson St,295,294,589,active,26,236,32,347,6,111
128,40.72710258,-74.00297088,MacDougal St & Prince St,277,279,556,active,6,73,23,264,17,191
137,40.761628,-73.972924,E 56 St & Madison Ave,94,94,188,active,0,0,10,76,10,76
143,40.69239502,-73.99337909,Clinton St & Joralemon St,48,42,90,active,21,125,13,85,-8,-40
144,40.69839895,-73.98068914,Nassau St & Navy St,17,21,38,active,3,11,1,1,-2,-10
146,40.71625008,-74.0091059,Hudson St & Reade St,106,107,213,active,1,19,9,109,8,90
147,40.71542197,-74.01121978,Greenwich St & Warren St,214,217,431,active,1,13,20,149,19,136
150,40.720873600000004,-73.98085795,E 2 St & Avenue C,145,150,295,active,25,282,11,122,-14,-160
151,40.72210378668603,-73.99724900722505,Cleveland Pl & Spring St,322,323,645,active,3,23,36,299,33,276
152,40.71473993,-74.00910627,Warren St & Church St,122,124,246,active,3,31,11,73,8,42
153,40.752062306999996,-73.9816324043,E 40 St & 5 Ave,243,241,484,active,0,0,20,138,20,138
157,40.69089272,-73.99612349,Henry St & Atlantic Ave,48,50,98,active,20,134,13,74,-7,-60
161,40.72917025,-73.99810231,LaGuardia Pl & W 3 St,200,216,416,active,10,114,23,241,13,127
164,40.75323098,-73.97032517,E 47 St & 2 Ave,129,131,260,active,1,15,11,89,10,74
167,40.7489006,-73.97604882,E 39 St & 3 Ave,209,214,423,active,0,0,13,134,13,134
168,40.73971301,-73.99456405,W 18 St & 6 Ave,310,312,622,active,2,38,27,277,25,239
173,40.76068327096592,-73.98452728986742,Broadway & W 49 St,257,254,511,active,0,0,21,198,21,198
174,40.7381765,-73.97738662,E 25 St & 1 Ave,109,113,222,active,14,156,7,89,-7,-67
195,40.70905623,-74.01043382,Liberty St & Broadway,162,164,326,active,3,20,19,164,16,144
212,40.74334935,-74.00681753,W 16 St & The High Line,229,227,456,active,4,57,19,175,15,118
216,40.70037867,-73.99548059,Columbia Heights & Cranberry St,28,25,53,active,8,67,11,86,3,19
217,40.70277159,-73.99383605,Old Fulton St,66,73,139,active,16,92,20,115,4,23
223,40.73781509,-73.99994661,W 13 St & 7 Ave,168,171,339,active,5,51,27,293,22,242
224,40.71146364,-74.00552427,Spruce St & Nassau St,70,71,141,active,0,0,4,63,4,63
225,40.74195138,-74.00803013,W 14 St & The High Line,174,188,362,active,0,0,26,218,26,218
228,40.7546011026,-73.971878855,E 48 St & 3 Ave,150,146,296,active,5,54,13,92,8,38
229,40.72743423,-73.99379025,Great Jones St,308,308,616,active,2,38,32,316,30,278
232,40.69597683,-73.99014892,Cadman Plaza E & Tillary St,55,46,101,active,12,52,7,37,-5,-15
233,40.69475701363877,-73.99052739143372,Cadman Plaza W & Pierrepont St,0,0,0,inactive,0,0,0,0,0,0
236,40.7284186,-73.98713956,St Marks Pl & 2 Ave,178,190,368,active,27,265,24,208,-3,-57
237,40.73047309,-73.98672378,E 11 St & 2 Ave,184,189,373,active,29,338,29,300,0,-38
238,40.7361967,-74.00859207,Bank St & Washington St,159,163,322,active,29,213,13,172,-16,-41
239,40.69196566,-73.9813018,Willoughby St & Fleet St,55,56,111,active,3,43,23,95,20,52
241,40.68981035,-73.97493121,DeKalb Ave & S Portland Ave,48,39,87,active,23,125,11,46,-12,-79
242,40.697787,-73.973736,Carlton Ave & Flushing Ave,46,46,92,active,6,58,10,93,4,35
243,40.688226,-73.979382,Fulton St & Rockwell Pl,30,50,80,active,0,0,12,60,12,60
244,40.69196035,-73.96536851,Willoughby Ave & Hall St,39,35,74,active,28,144,8,60,-20,-84
245,40.69327018,-73.97703874,Myrtle Ave & St Edwards St,21,22,43,active,9,64,3,17,-6,-47
247,40.73535398,-74.00483091,Perry St & Bleecker St,108,106,214,active,15,134,13,97,-2,-37
248,40.72185379,-74.00771779,Laight St & Hudson St,51,52,103,active,1,8,6,50,5,42
249,40.71870987,-74.0090009,Harrison St & Hudson St,79,80,159,active,0,0,8,58,8,58
250,40.72456089,-73.99565293,Lafayette St & Jersey St,325,323,648,active,3,34,34,342,31,308
251,40.72317958,-73.99480012,Mott St & Prince St,213,219,432,active,8,86,31,414,23,328
252,40.73226398,-73.99852205,MacDougal St & Washington Sq,143,124,267,active,28,229,19,183,-9,-46
253,40.73543934,-73.99453948,W 13 St & 5 Ave,134,131,265,active,3,25,11,91,8,66
254,40.73532427,-73.99800419,W 11 St & 6 Ave,118,111,229,active,8,87,10,117,2,30
257,40.71939226,-74.00247214,Lispenard St & Broadway,145,138,283,active,7,62,13,95,6,33
258,40.68940747,-73.96885458,DeKalb Ave & Vanderbilt Ave,51,40,91,active,26,140,14,79,-12,-61
259,40.70122128,-74.01234218,South St & Whitehall St,108,110,218,active,0,0,19,139,19,139
260,40.70365182,-74.01167797,Broad St & Bridge St,84,92,176,active,0,0,14,96,14,96
261,40.69474881,-73.98362464,Johnson St & Gold St,62,61,123,active,15,142,8,65,-7,-77
262,40.6917823,-73.97372990000002,Washington Park,40,33,73,active,25,134,6,14,-19,-120
263,40.71729000000001,-73.996375,Elizabeth St & Hester St,149,140,289,active,9,136,17,243,8,107
264,40.70706456,-74.00731853,Maiden Ln & Pearl St,100,98,198,active,3,46,14,103,11,57
265,40.72229346,-73.99147535,Stanton St & Chrystie St,167,178,345,active,19,156,23,245,4,89
266,40.72368361,-73.97574813,Avenue D & E 8 St,43,54,97,active,13,187,2,30,-11,-157
267,40.75097711,-73.98765428,Broadway & W 36 St,96,93,189,active,3,27,4,38,1,11
268,40.71910537,-73.99973337,Howard St & Centre St,154,154,308,active,3,34,12,121,9,87
270,40.69308257,-73.97178913,Adelphi St & Myrtle Ave,63,58,121,active,28,90,12,26,-16,-64
274,40.68691865,-73.976682,Lafayette Ave & Fort Greene Pl,43,39,82,active,14,34,18,71,4,37
275,40.68650065,-73.96563307,Washington Ave & Greene Ave,34,24,58,active,17,106,14,91,-3,-15
276,40.71748752,-74.0104554,Duane St & Greenwich St,88,84,172,active,4,52,4,28,0,-24
278,40.69766564,-73.98476437,Concord St & Bridge St,32,23,55,active,17,114,6,28,-11,-86
279,40.707873,-74.00166999999998,Peck Slip & Front St,155,161,316,active,1,5,27,251,26,246
280,40.73331967,-73.99510132,E 10 St & 5 Ave,128,143,271,active,1,5,14,151,13,146
281,40.764397100000004,-73.97371465,Grand Army Plaza & Central Park S,187,187,374,active,0,0,10,87,10,87
282,40.7076449441757,-73.96841526031494,Kent Ave & S 11 St,59,56,115,active,20,123,15,113,-5,-10
284,40.7390169121,-74.0026376103,Greenwich Ave & 8 Ave,383,378,761,active,37,346,33,330,-4,-16
285,40.73454567,-73.99074142,Broadway & E 14 St,324,327,651,active,1,17,32,298,31,281
289,40.684568299999995,-73.95881081,Monroe St & Classon Ave,14,10,24,active,10,37,3,23,-7,-14
291,40.713126,-73.984844,Madison St & Montgomery St,0,0,0,inactive,0,0,0,0,0,0
293,40.73028666,-73.9907647,Lafayette St & E 8 St,435,440,875,active,1,21,47,462,46,441
295,40.71406667,-73.99293911,Pike St & E Broadway,92,79,171,active,22,174,17,161,-5,-13
296,40.71413089,-73.99704679999998,Division St & Bowery,86,82,168,active,5,73,11,73,6,0
297,40.734232,-73.986923,E 15 St & 3 Ave,205,201,406,active,11,115,22,195,11,80
298,40.68683208,-73.9796772,3 Ave & Schermerhorn St,17,22,39,active,4,7,8,52,4,45
300,40.728145,-73.990214,Shevchenko Pl & E 7 St,166,159,325,active,43,415,25,265,-18,-150
301,40.72217444,-73.98368779,E 2 St & Avenue B,166,162,328,active,37,313,16,163,-21,-150
302,40.72082834,-73.97793172,Avenue D & E 3 St,43,42,85,active,23,239,2,13,-21,-226
303,40.72362738,-73.99949601,Mercer St & Spring St,129,147,276,active,0,0,15,121,15,121
304,40.70463334,-74.01361706,Broadway & Battery Pl,238,255,493,active,0,0,25,200,25,200
305,40.76095756,-73.96724467,E 58 St & 3 Ave,188,188,376,active,0,0,7,39,7,39
306,40.70823502,-74.00530063,Cliff St & Fulton St,101,105,206,active,4,52,17,173,13,121
307,40.71427487,-73.98990025,Canal St & Rutgers St,151,152,303,active,28,272,19,233,-9,-39
308,40.71307916,-73.99851193,St James Pl & Oliver St,65,59,124,active,7,53,9,96,2,43
309,40.7149787,-74.013012,Murray St & West St,149,149,298,active,0,0,8,69,8,69
310,40.68926942,-73.98912867,State St & Smith St,75,84,159,active,17,91,18,166,1,75
311,40.7172274,-73.98802084,Norfolk St & Broome St,126,133,259,active,24,225,23,221,-1,-4
312,40.722055,-73.989111,Allen St & Stanton St,146,148,294,active,25,181,17,286,-8,105
313,40.69610226,-73.96751037,Washington Ave & Park Ave,49,52,101,active,14,99,10,65,-4,-34
315,40.70355377,-74.00670227,South St & Gouverneur Ln,130,129,259,active,1,9,16,140,15,131
316,40.70955958,-74.00653609,Fulton St & William St,98,102,200,active,0,0,5,27,5,27
317,40.72453734,-73.98185424,E 6 St & Avenue B,128,129,257,active,26,210,14,125,-12,-85
319,40.711065999999995,-74.009447,Fulton St & Broadway,82,83,165,active,1,24,10,57,9,33
320,40.717571,-74.005549,Leonard St & Church St,120,119,239,active,2,27,11,103,9,76
321,40.69991755,-73.98971773,Cadman Plaza E & Red Cross Pl,54,50,104,active,6,24,11,49,5,25
322,40.696191999999996,-73.991218,Clinton St & Tillary St,59,63,122,active,4,15,15,106,11,91
323,40.69236178,-73.98631746,Lawrence St & Willoughby St,93,88,181,active,2,21,21,99,19,78
324,40.689888,-73.981013,DeKalb Ave & Hudson Ave,71,95,166,active,2,9,33,145,31,136
325,40.73624527,-73.98473765,E 19 St & 3 Ave,160,158,318,active,8,58,17,158,9,100
326,40.72953837,-73.98426726,E 11 St & 1 Ave,175,175,350,active,29,304,11,104,-18,-200
327,40.715337899999994,-74.01658354,Vesey Pl & River Terrace,293,294,587,active,3,28,14,118,11,90
328,40.72405549,-74.00965965,Watts St & Greenwich St,161,161,322,active,9,102,19,227,10,125
329,40.72043411,-74.01020609,Greenwich St & N Moore St,191,195,386,active,2,23,10,155,8,132
330,40.71450451,-74.00562789,Reade St & Broadway,92,97,189,active,0,0,8,88,8,88
331,40.71173107,-73.99193043,Pike St & Monroe St,52,50,102,active,24,252,3,26,-21,-226
332,40.71219906,-73.97948148,Cherry St,57,51,108,active,23,219,7,59,-16,-160
334,40.74238787,-73.99726235,W 20 St & 7 Ave,191,200,391,active,3,29,15,141,12,112
335,40.72903917,-73.99404649,Washington Pl & Broadway,156,156,312,active,0,0,11,100,11,100
336,40.73047747,-73.99906065,Sullivan St & Washington Sq,142,159,301,active,12,90,22,211,10,121
337,40.70379920000001,-74.00838676,Old Slip & Front St,95,96,191,active,0,0,9,31,9,31
339,40.72580614,-73.97422494,Avenue D & E 12 St,39,39,78,active,24,244,1,6,-23,-238
340,40.71269042,-73.98776323,Madison St & Clinton St,92,93,185,active,26,265,8,67,-18,-198
341,40.71782143,-73.97628939,Stanton St & Mangin St,63,68,131,active,12,87,4,23,-8,-64
342,40.71739973,-73.98016555,Columbia St & Rivington St,64,64,128,active,29,287,3,26,-26,-261
343,40.69794,-73.96986848,Clinton Ave & Flushing Ave,24,28,52,active,9,40,5,7,-4,-33
344,40.6851443,-73.95380904,Monroe St & Bedford Ave,25,23,48,active,10,82,7,46,-3,-36
345,40.73649403,-73.99704374,W 13 St & 6 Ave,180,178,358,active,4,57,10,117,6,60
346,40.73652889,-74.00618026,Bank St & Hudson St,156,154,310,active,23,260,10,120,-13,-140
347,40.728846000000004,-74.00859100000002,Greenwich St & W Houston St,229,227,456,active,5,50,24,235,19,185
348,40.72490985,-74.00154702,W Broadway & Spring St,221,226,447,active,1,11,19,152,18,141
349,40.71850211,-73.98329859,Rivington St & Ridge St,69,56,125,active,36,320,5,42,-31,-278
350,40.71559509,-73.9870295,Clinton St & Grand St,86,87,173,active,27,237,11,101,-16,-136
351,40.70530954,-74.00612572,Front St & Maiden Ln,93,92,185,active,5,62,10,80,5,18
352,40.76340613,-73.97722479,W 56 St & 6 Ave,173,176,349,active,1,6,9,83,8,77
353,40.68539567,-73.97431458,S Portland Ave & Hanson Pl,23,14,37,active,11,68,10,63,-1,-5
354,40.69363137,-73.96223558,Emerson Pl & Myrtle Ave,22,33,55,active,8,35,4,13,-4,-22
355,40.71602118,-73.99974372,Bayard St & Baxter St,116,119,235,active,3,24,9,80,6,56
356,40.71622644,-73.98261206,Bialystoker Pl & Delancey St,95,116,211,active,47,490,11,113,-36,-377
357,40.73261787,-73.99158043,E 11 St & Broadway,119,121,240,active,0,0,8,55,8,55
358,40.73291553,-74.00711384,Christopher St & Greenwich St,314,319,633,active,31,260,23,210,-8,-50
359,40.75510267,-73.97498696,E 47 St & Park Ave,398,393,791,active,0,0,43,213,43,213
360,40.70717936,-74.00887308,William St & Pine St,101,112,213,active,2,13,9,75,7,62
361,40.71605866,-73.99190759,Allen St & Hester St,138,148,286,active,22,235,16,177,-6,-58
362,40.75172632,-73.98753523,Broadway & W 37 St,113,114,227,active,0,0,6,75,6,75
363,40.70834698,-74.01713445,West Thames St,209,204,413,active,21,244,17,153,-4,-91
364,40.68900443,-73.96023854,Lafayette Ave & Classon Ave,42,41,83,active,16,84,12,71,-4,-13
365,40.68223166,-73.9614583,Fulton St & Grand Ave,37,31,68,active,23,151,14,41,-9,-110
366,40.693261,-73.968896,Clinton Ave & Myrtle Ave,73,73,146,active,33,216,15,67,-18,-149
367,40.75828065,-73.97069431,E 53 St & Lexington Ave,162,160,322,active,3,49,10,80,7,31
368,40.73038599,-74.00214988,Carmine St & 6 Ave,312,333,645,active,17,203,49,497,32,294
369,40.73224119,-74.00026394,Washington Pl & 6 Ave,124,111,235,active,17,157,15,151,-2,-6
372,40.69452800000001,-73.958089,Franklin Ave & Myrtle Ave,11,8,19,active,8,44,3,5,-5,-39
373,40.69331716,-73.95381995,Willoughby Ave & Walworth St,20,24,44,active,9,91,6,19,-3,-72
375,40.72679454,-73.99695094,Mercer St & Bleecker St S,26,30,56,active,0,0,3,32,3,32
376,40.70862144,-74.00722156,John St & William St,109,107,216,active,4,77,15,101,11,24
377,40.72243797,-74.00566443,6 Ave & Canal St,153,152,305,active,1,23,15,119,14,96
379,40.749156,-73.9916,W 31 St & 7 Ave,337,340,677,active,3,39,20,152,17,113
380,40.73401143,-74.00293877,W 4 St & 7 Ave S,204,199,403,active,30,271,18,196,-12,-75
382,40.73492695,-73.99200509,University Pl & E 14 St,280,280,560,active,2,19,35,353,33,334
383,40.735238,-74.000271,Greenwich Ave & Charles St,190,199,389,active,33,307,21,228,-12,-79
384,40.683048,-73.964915,Fulton St & Washington Ave,47,51,98,active,11,96,14,103,3,7
385,40.75797322,-73.96603308,E 55 St & 2 Ave,130,134,264,active,6,57,14,145,8,88
386,40.71494807,-74.00234482,Centre St & Worth St,113,113,226,active,0,0,16,99,16,99
387,40.71273266,-74.0046073,Centre St & Chambers St,241,241,482,active,0,0,42,340,42,340
388,40.749717753,-74.002950346,W 26 St & 10 Ave,280,282,562,active,4,31,24,277,20,246
389,40.71044554,-73.96525063,Broadway & Berry St,49,52,101,active,21,134,7,52,-14,-82
390,40.69221589,-73.9842844,Duffield St & Willoughby St,54,60,114,active,4,24,17,88,13,64
391,40.69760127,-73.99344559,Clark St & Henry St,23,16,39,active,9,61,6,58,-3,-3
392,40.695065,-73.987167,Jay St & Tech Pl,75,69,144,active,14,67,14,57,0,-10
393,40.72299208,-73.97995466,E 5 St & Avenue C,79,70,149,active,42,450,10,103,-32,-347
394,40.72521311,-73.97768752,E 9 St & Avenue C,136,128,264,active,39,454,18,141,-21,-313
395,40.68807003,-73.98410637,Bond St & Schermerhorn St,44,33,77,active,22,172,11,84,-11,-88
396,40.680342423,-73.9557689392,Lefferts Pl & Franklin Ave,41,36,77,active,20,167,10,58,-10,-109
397,40.68415748,-73.96922273,Fulton St & Clermont Ave,44,42,86,active,23,124,9,33,-14,-91
398,40.69165183,-73.99997859999998,Atlantic Ave & Furman St,57,70,127,active,15,58,19,149,4,91
399,40.68851534,-73.9647628,Lafayette Ave & St James Pl,19,22,41,active,12,61,7,25,-5,-36
400,40.71926081,-73.98178024,Pitt St & Stanton St,23,21,44,active,15,179,0,0,-15,-179
401,40.72019576,-73.98997825,Allen St & Rivington St,164,163,327,active,42,367,20,195,-22,-172
402,40.74034320000001,-73.98955109,Broadway & E 22 St,565,571,1136,active,4,22,33,289,29,267
405,40.739323,-74.008119,Washington St & Gansevoort St,81,65,146,active,21,245,2,14,-19,-231
406,40.69512845,-73.99595065,Hicks St & Montague St,52,44,96,active,27,197,8,82,-19,-115
407,40.700469,-73.991454,Henry St & Poplar St,26,18,44,active,13,58,6,14,-7,-44
408,40.71076228,-73.99400398,Market St & Cherry St,57,59,116,active,18,153,6,112,-12,-41
409,40.6906495,-73.95643107,DeKalb Ave & Skillman St,30,21,51,active,15,104,6,19,-9,-85
410,40.72066442,-73.98517977,Suffolk St & Stanton St,174,172,346,active,36,326,23,219,-13,-107
411,40.72228087,-73.97668709,E 6 St & Avenue D,51,64,115,active,12,142,12,133,0,-9
412,40.71581550000001,-73.99422366,Forsyth St & Canal St,99,96,195,active,4,39,23,263,19,224
414,40.70281858,-73.98765762,Pearl St & Anchorage Pl,63,68,131,active,3,8,18,129,15,121
415,40.7047177,-74.00926027,Pearl St & Hanover Square,119,122,241,active,0,0,19,156,19,156
416,40.68753406,-73.97265183,Cumberland St & Lafayette Ave,39,34,73,active,15,92,15,82,0,-10
417,40.71291224,-74.01020234,Barclay St & Church St,210,213,423,active,0,0,28,221,28,221
418,40.70224,-73.982578,Front St & Gold St,35,46,81,active,9,81,8,91,-1,10
419,40.69580705,-73.97355569,Carlton Ave & Park Ave,22,14,36,active,18,76,5,5,-13,-71
420,40.68764484,-73.96968902,Clermont Ave & Lafayette Ave,28,30,58,active,12,92,5,27,-7,-65
421,40.69573398,-73.97129668,Clermont Ave & Park Ave,21,24,45,active,15,97,8,17,-7,-80
422,40.770513,-73.988038,W 59 St & 10 Ave,73,70,143,active,4,52,7,80,3,28
423,40.76584941,-73.98690506,W 54 St & 9 Ave,114,114,228,active,1,3,17,163,16,160
426,40.71754834,-74.01322069,West St & Chambers St,419,428,847,active,6,33,49,468,43,435
427,40.701907,-74.013942,Bus Slip & State St,112,116,228,active,1,21,7,37,6,16
428,40.72467721,-73.98783413,E 3 St & 1 Ave,184,192,376,active,20,197,33,394,13,197
430,40.7014851,-73.98656928,York St & Jay St,111,121,232,active,3,16,28,175,25,159
432,40.72621788,-73.98379855,E 7 St & Avenue A,226,346,572,active,109,1043,25,338,-84,-705
433,40.72955361,-73.98057249,E 13 St & Avenue A,146,147,293,active,39,356,17,195,-22,-161
434,40.74317449,-74.00366443,9 Ave & W 18 St,264,270,534,active,4,25,24,218,20,193
435,40.74173969,-73.99415556,W 21 St & 6 Ave,416,422,838,active,0,0,28,287,28,287
436,40.68216564,-73.95399026,Hancock St & Bedford Ave,16,18,34,active,8,24,6,10,-2,-14
437,40.6809833854,-73.9500479759,Macon St & Nostrand Ave,45,45,90,active,7,17,22,65,15,48
438,40.72779126,-73.98564945,St Marks Pl & 1 Ave,162,161,323,active,28,267,15,186,-13,-81
439,40.726280700000004,-73.98978041,E 4 St & 2 Ave,193,210,403,active,30,271,35,374,5,103
440,40.75255434,-73.97282625,E 45 St & 3 Ave,138,139,277,active,0,0,9,99,9,99
441,40.756014,-73.967416,E 52 St & 2 Ave,124,127,251,active,3,40,18,168,15,128
442,40.746646999999996,-73.993915,W 27 St & 7 Ave,208,208,416,active,1,10,21,192,20,182
443,40.70853074,-73.96408963,Bedford Ave & S 9 St,7,5,12,active,5,31,1,2,-4,-29
444,40.742354299999995,-73.98915076,Broadway & W 24 St,343,322,665,active,21,57,24,241,3,184
445,40.72740794,-73.98142006,E 10 St & Avenue A,186,186,372,active,42,394,17,152,-25,-242
446,40.74487634,-73.99529885,W 24 St & 7 Ave,246,250,496,active,2,21,17,180,15,159
447,40.76370739,-73.9851615,8 Ave & W 52 St,145,145,290,active,1,11,17,156,16,145
448,40.75660359,-73.9979009,W 37 St & 10 Ave,148,146,294,active,22,174,6,79,-16,-95
449,40.76461837,-73.98789473,W 52 St & 9 Ave,116,115,231,active,1,23,17,155,16,132
450,40.76227205,-73.98788205,W 49 St & 8 Ave,218,213,431,active,7,62,28,388,21,326
453,40.74475148,-73.99915362,W 22 St & 8 Ave,194,197,391,active,29,208,23,247,-6,39
454,40.75455731,-73.96592976,E 51 St & 1 Ave,94,90,184,active,8,92,10,90,2,-2
455,40.75001986,-73.96905301,1 Ave & E 44 St,180,186,366,active,0,0,18,176,18,176
456,40.75971079999999,-73.97402311,E 53 St & Madison Ave,148,151,299,active,0,0,29,251,29,251
457,40.76695317,-73.98169333,Broadway & W 58 St,239,239,478,active,2,34,16,140,14,106
458,40.751396,-74.00522600000002,11 Ave & W 27 St,270,276,546,active,3,18,22,240,19,222
459,40.746745000000004,-74.007756,W 20 St & 11 Ave,327,327,654,active,1,11,45,469,44,458
460,40.71285887,-73.96590294,S 4 St & Wythe Ave,78,84,162,active,13,94,19,90,6,-4
461,40.73587678,-73.98205027,E 20 St & 2 Ave,208,199,407,active,35,381,22,261,-13,-120
462,40.74691959,-74.00451887,W 22 St & 10 Ave,254,266,520,active,29,350,21,235,-8,-115
465,40.75513557,-73.98658032,Broadway & W 41 St,199,202,401,active,0,0,13,95,13,95
466,40.74395411,-73.99144871,W 25 St & 6 Ave,246,245,491,active,2,31,17,139,15,108
467,40.68312489,-73.97895137,Dean St & 4 Ave,71,77,148,active,20,136,20,154,0,18
468,40.7652654,-73.98192338,Broadway & W 55 St,217,219,436,active,1,16,14,142,13,126
469,40.76344058,-73.98268129,Broadway & W 53 St,146,148,294,active,0,0,6,66,6,66
470,40.74345335,-74.00004031,W 20 St & 8 Ave,179,174,353,active,21,234,18,201,-3,-33
471,40.71286844,-73.95698119,Grand St & Havemeyer St,56,68,124,active,15,127,12,121,-3,-6
472,40.74571210000001,-73.98194829,E 32 St & Park Ave,299,301,600,active,3,27,13,165,10,138
